,company,title,Job_Category,location,overall_score,Company_Size,Found_Year,Company_Type,Industry,Sector,salary,Lower_salary,Upper_salary
810,BNP Paribas,"Cyber Data Scientist, Business and Information Security",Data Scientist,Hong Kong,3.7,10000+ Employees,2000,Company - Public,Banks & Credit Unions,Finance,,,
811,DFS Group,Graduate Development Program (Data Science) 2021 Intake,Data Scientist,Hong Kong,4.5,5001 to 10000 Employees,1960,Subsidiary or Business Segment,"Gift, Novelty & Souvenir Stores",Retail,,,
812,ELEVATE,"Data Scientist, Product and Analytics",Data Scientist,Quarry Bay,2.5,501 to 1000 Employees,2008,Company - Private,Consulting,Business Services,,,
813,Roche,Real World Data Scientist,Data Scientist,Hong Kong,4.0,10000+ Employees,1896,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,
814,Ekimetrics,Hong Kong / Internship in Strategy & Data Science,Data Scientist,Hong Kong,4.5,51 to 200 Employees,2006,Company - Private,Advertising & Marketing,Business Services,,,
815,BASF Asia Pacific,"Intern, Data Science & Machine Learning",Data Scientist,Hong Kong,4.2,Unknown,,Company - Public,,,,,
816,eClerx LLC,Senior Data Analyst,Data Scientist,Hong Kong,3.5,5001 to 10000 Employees,2000,Company - Public,Consulting,Business Services,,,
817,Microsoft,Data and AI Specialist,Data Scientist,Cyberport,3.2,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,,,
818,DECODE CURE Limited,Associate Scientist/Scientist,Data Scientist,Hong Kong,3.9,,,,,,,,
819,MoneySQ Limited,Data Analyst,Data Scientist,Hong Kong,3.0,51 to 200 Employees,,Company - Private,,,HK$204K - HK$420K,204.0,420.0
821,lalamove,Data Science Team Lead,Data Scientist,Hong Kong,3.6,501 to 1000 Employees,2013,Company - Private,Logistics & Supply Chain,Transportation & Logistics,HK$432K - HK$570K,432.0,570.0
822,Immuno Cure Holding (HK) Limited,Research Scientist,Data Scientist,Hong Kong,3.9,,,,,,HK$144K - HK$368K,144.0,368.0
823,Sapientia Technologies Limited,"Research Scientist, Financial Technologies",Data Scientist,Hong Kong,4.1,,,,,,,,
824,中國通海國際金融,Data Analyst,Data Scientist,Hong Kong,4.1,,,,,,,,
825,HillmanStep Ltd.,Data Analyst,Data Scientist,Hong Kong,,Unknown,,Company - Private,,,HK$204K - HK$420K,204.0,420.0
826,SAVVI,Data Analyst,Data Scientist,Hong Kong,2.8,Unknown,,Company - Public,,,,,
827,TIANYING HOLDING LIMITED,Data Scientist / Statistician/ Machine Learning Researcher,Data Scientist,Hong Kong,4.1,,,,,,,,
828,Hong Kong University,HKU Professoriate Cluster Recruitment (Data Science and/or Big Data Related fields) for the Institute of Data Science,Data Scientist,Pok Fu Lam,4.0,10000+ Employees,1911,College / University,Colleges & Universities,Education,,,
829,SmartBLKTrade Limited (SBT),Full-stack Machine Learning Engineer,Data Scientist,Hong Kong,,Unknown,,Company - Private,,,,,
830,DFS Group,Graduate Development Program (Data Science) 2021 Intake,Data Scientist,Hong Kong,3.6,5001 to 10000 Employees,1960,Subsidiary or Business Segment,"Gift, Novelty & Souvenir Stores",Retail,HK$240K - HK$550K,240.0,550.0
831,China Unicom (HK) Operations Limited,Data Analyst Engineer,Data Scientist,Hong Kong,4.0,10000+ Employees,2000,Company - Public,Telecommunications Services,Telecommunications,,,
832,Swing Consulting,Senior Data Analyst,Data Scientist,Hong Kong,3.0,Unknown,,Company - Private,,,HK$282K - HK$450K,282.0,450.0
833,Selby Jennings,Head of Quant/Lead Quantitative Analyst - Hedge Fund,Data Scientist,Hong Kong,3.4,201 to 500 Employees,2004,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,,,
834,Pinpoint Asia,Data Engineer (ETL),Data Scientist,Hong Kong,5.0,1 to 50 Employees,,Company - Private,,,,,
835,Dah Sing Financial Group,"Data Analyst/ Assistant Manager, Core Banking Project (contract)",Data Scientist,Hong Kong,3.2,1001 to 5000 Employees,1987,Company - Public,Banks & Credit Unions,Finance,,,
836,Vanny Science Development Limited,Senior Scientist/Scientist – PCR Specialist,Data Scientist,Hong Kong,,,,,,,,,
837,Amazon Web Services Hong Kong,"Senior Solutions Architect (Big Data & Analytics), HK",Data Scientist,Causeway Bay,3.8,10000+ Employees,1994,Company - Public,Internet,Information Technology,HK$240K - HK$342K,240.0,342.0
838,TOLO TECHNOLOGIES,Quantitative Researcher,Data Scientist,Hong Kong,1.0,Unknown,,Company - Private,,,HK$189K - HK$600K,189.0,600.0
839,Coherent,Machine Learning Engineer,Data Scientist,Hong Kong,4.4,1001 to 5000 Employees,1966,Company - Public,Industrial Manufacturing,Manufacturing,,,
840,Jane Street,Quantitative Researcher: Summer Intern December,Data Scientist,Hong Kong,4.1,1001 to 5000 Employees,2000,Company - Private,Investment Banking & Asset Management,Finance,HK$249K - HK$600K,249.0,600.0
841,INSPIRE SOLUTIONS LIMITED,CRM Data Analyst,Data Scientist,Hong Kong,1.0,Unknown,,Company - Private,,,HK$185K - HK$420K,185.0,420.0
842,BNP Paribas,"Data Analyst, IG Hub APAC",Data Scientist,Hong Kong,3.7,10000+ Employees,2000,Company - Public,Banks & Credit Unions,Finance,,,
843,Gene Company Limited,Application Scientist/ Product specialist (5 Days Work),Data Scientist,Hong Kong,,51 to 200 Employees,,Company - Public,Wholesale,Business Services,HK$150K - HK$326K,150.0,326.0
844,Zurich Insurance,Senior Business & Data Analyst,Data Scientist,Hong Kong,3.7,10000+ Employees,1912,Company - Public,Insurance Carriers,Insurance,HK$240K - HK$450K,240.0,450.0
845,Kuehne+Nagel,"Regional Data Scientist, International Supply Chain",Data Scientist,Hong Kong,3.7,10000+ Employees,1890,Company - Private,Logistics & Supply Chain,Transportation & Logistics,HK$240K - HK$543K,240.0,543.0
846,Page Group Hong Kong,,Data Scientist,Hong Kong,3.8,5001 to 10000 Employees,1976,Company - Public,Staffing & Outsourcing,Business Services,,,
847,Richemont,Data Science Intern,Data Scientist,Hong Kong,4.0,10000+ Employees,1988,Company - Public,Beauty & Personal Accessories Stores,Retail,,,
848,UBS,Global Markets Data Scientist,Data Scientist,Hong Kong,3.8,10000+ Employees,1862,Company - Public,Investment Banking & Asset Management,Finance,,,
849,Wallem,Financial Data Analyst,Data Scientist,Hong Kong,4.2,501 to 1000 Employees,1903,Company - Private,,,,,
850,"Exponent, Limited",Polymers and Materials Scientist,Data Scientist,Hong Kong,4.0,1 to 50 Employees,,Company - Private,,,,,
851,OncoSeek Limited,R&D Assistant Scientist,Data Scientist,Hong Kong,3.9,,,,,,,,
852,ADECCO,Data Analyst / CRM Specialist,Data Scientist,Hong Kong,3.6,10000+ Employees,1996,Company - Public,Staffing & Outsourcing,Business Services,,,
853,Michael Page,"Manager, Data Engineering (Data Engineer)",Data Scientist,Hong Kong,3.6,201 to 500 Employees,,Company - Private,Security Services,Business Services,,,
854,Pinpoint Asia,Data Engineering Lead,Data Scientist,Hong Kong,5.0,1 to 50 Employees,,Company - Private,,,HK$216K - HK$420K,216.0,420.0
855,Easy Job Centre,Senior Supply Chain Data Analyst,Data Scientist,Kowloon Bay,,Unknown,,Company - Private,,,HK$291K - HK$456K,291.0,456.0
856,Season Group,Business Applications Data Analyst,Data Scientist,Hong Kong,4.1,1001 to 5000 Employees,1975,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,,,
857,Millennium Management LLC,"Quantitative Researcher, Quantitative Strategies",Data Scientist,Hong Kong,4.1,1001 to 5000 Employees,1989,Company - Private,Investment Banking & Asset Management,Finance,HK$249K - HK$600K,249.0,600.0
858,Bluemont Consulting,(Senior) Data Analyst | Global Bank | Contract,Data Scientist,Hong Kong,,Unknown,,Company - Private,,,,,
859,Ikas International (Asia) Limited,IT Data Engineer - Investment Fund (Perm),Data Scientist,Hong Kong,3.4,1 to 50 Employees,2004,Company - Private,IT Services,Information Technology,,,
860,Macquarie Group Limited,Algorithmic Quantitative Analyst - Electronic Trading,Data Scientist,Hong Kong,4.0,10000+ Employees,1969,Company - Public,Investment Banking & Asset Management,Finance,,,
861,Intact,"Manager, Data Science, Intact Lab (Hong Kong)",Data Scientist,Hong Kong,4.4,10000+ Employees,,Company - Public,Insurance Carriers,Insurance,HK$396K - HK$450K,396.0,450.0
862,KOS International Limited,Quantitative Analyst/ Analytics Expert - Risk (Family Office),Data Scientist,Hong Kong,4.0,1 to 50 Employees,,Company - Private,,,HK$100K - HK$600K,100.0,600.0
863,Pinpoint Asia,Lead/Senior Java Data Engineer (Greenfield Build-out),Data Scientist,Hong Kong,5.0,1 to 50 Employees,,Company - Private,,,HK$216K - HK$456K,216.0,456.0
864,Ambition,Lead Data Engineer,Data Scientist,Hong Kong,3.6,201 to 500 Employees,1999,Company - Public,Staffing & Outsourcing,Business Services,HK$228K - HK$379K,228.0,379.0
865,HighFly Therapeutics (HK) Limited,Scientist/Senior Scientist,Data Scientist,Hong Kong,,,,,,,,,
866,Arrow Electronics,Senior Business Intelligence Analyst,Data Scientist,Hong Kong,3.2,10000+ Employees,1935,Company - Public,Wholesale,Business Services,,,
867,BFAM Partners,Junior Data Engineer,Data Scientist,Hong Kong,4.0,51 to 200 Employees,2012,Company - Private,Investment Banking & Asset Management,Finance,HK$254K - HK$735K,254.0,735.0
868,Point72,Senior Quantitative Analyst - CIO Office,Data Scientist,Hong Kong,3.9,1001 to 5000 Employees,2014,Company - Private,Investment Banking & Asset Management,Finance,,,
869,HongKong Land,Business Analytics Manager,Data Scientist,Hong Kong,4.1,501 to 1000 Employees,,Company - Public,Real Estate,Real Estate,,,
870,Page Personnel,Data Analyst - machine learning,Data Scientist,Hong Kong,4.2,Unknown,,Company - Public,,,HK$204K - HK$423K,204.0,423.0
871,Morgan McKinley,"Business / Data Analyst (Tech MNC), Contract",Data Scientist,Hong Kong,4.4,501 to 1000 Employees,1988,Company - Private,Staffing & Outsourcing,Business Services,,,
872,Dr Martens,"E-COMMERCE ANALYTICS MANAGER, APAC",Data Scientist,Hong Kong,3.8,1001 to 5000 Employees,1960,Company - Private,"Department, Clothing, & Shoe Stores",Retail,,,
873,Standard Chartered,Data Engineer - Mox,Data Scientist,Hong Kong,3.8,10000+ Employees,1969,Company - Public,Investment Banking & Asset Management,Finance,,,
874,Morgan McKinley,"Business / Data Analyst (Bank), Renewable Contract",Data Scientist,Hong Kong,4.4,501 to 1000 Employees,1988,Company - Private,Staffing & Outsourcing,Business Services,,,
875,BASF,"Intern, Data Science & Machine Learning",Data Scientist,Hong Kong,4.2,Unknown,,Company - Public,,,,,
876,Pinpoint Asia,AVP – Senior Market Data Engineer/Specialist,Data Scientist,Hong Kong,5.0,1 to 50 Employees,,Company - Private,,,HK$216K - HK$456K,216.0,456.0
877,Insilico Medicine,Principle Scientist/Investigator (DMPK),Data Scientist,Pak Shek Kok,4.3,1 to 50 Employees,,Company - Private,,,,,
878,Links International,"Data Analyst - Retail / CRM (1 year contract, renewable)",Data Scientist,Hong Kong,4.1,51 to 200 Employees,1999,Company - Private,Staffing & Outsourcing,Business Services,,,
879,Michael Page HK,Data Engineer - Quant Hedge Fund - Python & SQL,Data Scientist,Hong Kong,3.6,201 to 500 Employees,,Company - Private,Security Services,Business Services,,,
880,Pinpoint Asia,"Quantitative Analyst / Strategist (VP or Associate), Systematic Strategies & Structuring",Data Scientist,Hong Kong,5.0,1 to 50 Employees,,Company - Private,,,HK$100K - HK$600K,100.0,600.0
881,Match Talent,Senior Analytics Manager,Data Scientist,Hong Kong,5.0,Unknown,,Company - Private,,,,,
882,Levin Human Capital,IT System and Data Analyst (PRC Asset Management),Data Scientist,Sheung Wan,,1 to 50 Employees,,Company - Private,,,HK$185K - HK$420K,185.0,420.0
883,Pinpoint Asia,"Senior Quantitative Analyst / Strategist / Quant Developer (C++ / Java / Python), Systematic Strategies & Structuring",Data Scientist,Hong Kong,5.0,1 to 50 Employees,,Company - Private,,,,,
884,Thornshaw Scientific Recruitment,Senior Biomedical Scientist,Data Scientist,Central,,1 to 50 Employees,,Company - Private,Staffing & Outsourcing,Business Services,,,
885,Michael Page HK,CRM Data Analyst - Large conglomerate,Data Scientist,Hong Kong,3.6,201 to 500 Employees,,Company - Private,Security Services,Business Services,HK$185K - HK$420K,185.0,420.0
886,HSBC,Business Planning and Analytics Manager - Hang Seng Bank,Data Scientist,Kowloon Bay,3.7,10000+ Employees,1865,Company - Public,Banks & Credit Unions,Finance,,,
887,"Tangspac, EA Licence No: 07C3635",Data Analyst (Bank),Data Scientist,Hong Kong,3.9,,,,,,,,
888,Walters People,"Data Analyst, a leading FMCG group",Data Scientist,Hong Kong,3.9,201 to 500 Employees,2004,Private Practice / Firm,Staffing & Outsourcing,Business Services,,,
889,Michael Page HK,"Data Analytics Manager, Supply Chain",Data Scientist,Hong Kong,3.6,201 to 500 Employees,,Company - Private,Security Services,Business Services,,,
890,Pinpoint Asia,"Multi-Asset Quantitative Analyst / Developer (C++ / Java / Python), Systematic Strategies & Structuring",Data Scientist,Hong Kong,5.0,1 to 50 Employees,,Company - Private,,,HK$204K - HK$600K,204.0,600.0
891,ELEVATE,Operations & Data Analyst,Data Scientist,Quarry Bay,2.5,501 to 1000 Employees,2008,Company - Private,Consulting,Business Services,HK$196K - HK$300K,196.0,300.0
892,HSBC,Senior Digital Analytics Manager - Wealth & Personal Banking,Data Scientist,Central,3.7,10000+ Employees,1865,Company - Public,Banks & Credit Unions,Finance,HK$259K - HK$475K,259.0,475.0
893,Hyphen Group,Marketing Data Analyst,Data Scientist,Hong Kong,3.5,201 to 500 Employees,2014,Company - Private,Internet,Information Technology,,,
894,Pinpoint Asia,Informatica ETL Data Engineer,Data Scientist,Hong Kong,5.0,1 to 50 Employees,,Company - Private,,,HK$192K - HK$420K,192.0,420.0
895,Links International,Business Data Analyst (FG welcome),Data Scientist,Hong Kong,4.1,51 to 200 Employees,1999,Company - Private,Staffing & Outsourcing,Business Services,,,
896,Michael Page HK,Data Engineer with a Tier-1 Bank,Data Scientist,Hong Kong,3.6,201 to 500 Employees,,Company - Private,Security Services,Business Services,HK$118K - HK$420K,118.0,420.0
897,XY Capital Limited,Options Quantitative Researcher,Data Scientist,Hong Kong,4.5,1 to 50 Employees,,Company - Private,,,,,
898,HamlynWilliams,Scientist - Fixed Income / Hedge Fund,Data Scientist,Hong Kong,3.5,51 to 200 Employees,2011,Company - Private,Staffing & Outsourcing,Business Services,,,
899,Pinpoint Asia,Quantitative Researcher/Developer (Leading Global Hedge Fund),Data Scientist,Hong Kong,5.0,1 to 50 Employees,,Company - Private,,,,,
900,KPMG,"Data Engineer, Managed Services",Data Scientist,Hong Kong,4.2,10000+ Employees,1987,Company - Private,Consulting,Business Services,HK$486K - HK$848K,486.0,848.0
901,Swing Consulting,Data Analyst / Engineer,Data Scientist,Hong Kong,3.0,Unknown,,Company - Private,,,HK$185K - HK$420K,185.0,420.0
902,Elee Consulting Limited,Data Engineer (2 Vacancies),Data Scientist,Hong Kong,2.0,Unknown,,Company - Private,,,,,
903,Pinpoint Asia,Senior C++ Quantitative Researcher/Developer – Global Hedge Fund,Data Scientist,Hong Kong,5.0,1 to 50 Employees,,Company - Private,,,HK$204K - HK$600K,204.0,600.0
904,Michael Page HK,Business Analytics Manager,Data Scientist,Hong Kong,3.6,201 to 500 Employees,,Company - Private,Security Services,Business Services,,,
905,FWD Life Insurance Corporation,"System Analyst (Data Engineer), Information Technology",Data Scientist,Hong Kong,4.1,1001 to 5000 Employees,2013,Company - Private,,,HK$261K - HK$480K,261.0,480.0
906,Ikas International (Asia) Limited,Junior Scientist - Global Hedge Fund (Ph.D. Holder Preferred),Data Scientist,Hong Kong,3.4,1 to 50 Employees,2004,Company - Private,IT Services,Information Technology,HK$216K - HK$401K,216.0,401.0
907,The Chinese University of Hong Kong 香港中文大學,Technician (carrying the job title of ‘Production Scientist’),Data Scientist,Hong Kong,,,,,,,,,
908,South China Morning Post,Senior Data Analyst (Magazines),Data Scientist,Hong Kong,3.3,501 to 1000 Employees,1903,Company - Private,Publishing,Media,,,
909,A.S. Watson Retail (HK) Limited,Data Analyst - Market Trend Analysis & Dashboard Creation,Data Scientist,Hong Kong,3.4,10000+ Employees,1841,Company - Private,Drug & Health Stores,Retail,HK$360K,360.0,360.0
910,Ambition,(Senior) Data Analyst- 25-28k,Data Scientist,Hong Kong,3.6,201 to 500 Employees,1999,Company - Public,Staffing & Outsourcing,Business Services,,,
911,Pacific Careers,Cloud Data Engineer,Data Scientist,Quarry Bay,,Unknown,,Company - Private,,,HK$216K - HK$456K,216.0,456.0
912,KOS International Limited,Data and Business Analytics Manager (Bank),Data Scientist,Hong Kong,4.0,1 to 50 Employees,,Company - Private,,,HK$308K - HK$492K,308.0,492.0
913,Hong Kong University,Data Analyst (at the rank of Senior Research Assistant),Data Scientist,Pok Fu Lam,4.0,10000+ Employees,1911,College / University,Colleges & Universities,Education,HK$96K - HK$192K,96.0,192.0
914,Page Personnel,Data Analyst (VBA) - Top-Tier HK Conglomerate,Data Scientist,Hong Kong,4.2,Unknown,,Company - Public,,,,,
915,Moody's Corporation,Financial Data Analyst- Financial Institutions Group,Data Scientist,Hong Kong,3.8,10000+ Employees,1900,Company - Public,Financial Analytics & Research,Finance,,,
916,Pinpoint Asia,Big Data Developers (Hadoop),Data Scientist,Hong Kong,5.0,1 to 50 Employees,,Company - Private,,,,,
917,Automated Systems (H.K.) Limited,Big Data Consultant (Business Intelligence),Data Scientist,Hong Kong,3.3,51 to 200 Employees,1996,Company - Public,IT Services,Information Technology,,,
918,Page Personnel,(Senior) Data Analyst (SAS & SQL) - Banking,Data Scientist,Hong Kong,4.2,Unknown,,Company - Public,,,,,
919,Ernst & Young,Data & Analytics (Senior Data Engineer / Data Architect / Cloud / ETL / Big Data) – Manager,Data Scientist,Hong Kong,3.8,10000+ Employees,1989,Company - Private,Accounting,Accounting & Legal,,,
920,Dr Martens Airwair Hong Kong Limited,"E-Commerce Analytics Manager, APAC",Data Scientist,Hong Kong,,,,,,,,,
921,Shanghai Commercial Bank Ltd.,"Vice President, Data Analyst",Data Scientist,Hong Kong,3.5,1001 to 5000 Employees,,Company - Public,,,,,
922,P & A Consultant Limited,Sr. Data Analyst /Data Architect / Data Engineer X2 - (Top Urgent ),Data Scientist,Hong Kong,,Unknown,,Company - Private,,,HK$216K - HK$420K,216.0,420.0
923,ACW Solutions Limited,Data Science Analyst (Fresh Graduates Welcome),Data Scientist,Hong Kong,3.9,,,,,,,,
924,Page Personnel,Data Analyst - AWS Big Data technologies,Data Scientist,Hong Kong,4.2,Unknown,,Company - Public,,,HK$185K - HK$420K,185.0,420.0
925,Jane Street,Quantitative Researcher: New Grad,Data Scientist,Hong Kong,4.1,1001 to 5000 Employees,2000,Company - Private,Investment Banking & Asset Management,Finance,HK$249K - HK$600K,249.0,600.0
926,Amazon Web Services Hong Kong,Senior Data and Machine Learning Architect,Data Scientist,Causeway Bay,3.8,10000+ Employees,1994,Company - Public,Internet,Information Technology,HK$426K - HK$437K,426.0,437.0
927,Citadel Securities,Quantitative Researcher – Full Time,Data Scientist,Hong Kong,4.1,201 to 500 Employees,2002,Company - Private,Brokerage Services,Finance,,,
928,Page Personnel,"Data Analyst (Python, R, SQL)",Data Scientist,Hong Kong,4.2,Unknown,,Company - Public,,,,,
929,ForwardPMX,Data Science Account Manager,Data Scientist,Sheung Wan,3.7,501 to 1000 Employees,1990,Company - Private,Advertising & Marketing,Business Services,,,
930,A.S. Watson Retail (HK) Limited,Business Analysis Lead (Big Data Projects),Data Scientist,Hong Kong,3.4,10000+ Employees,1841,Company - Private,Drug & Health Stores,Retail,,,
931,"JPMorgan Chase Bank, N.A.",CIB QR - Quantitative Research - Equity Derivatives - Associate,Data Scientist,Hong Kong,3.7,10000+ Employees,1799,Subsidiary or Business Segment,Banks & Credit Unions,Finance,,,
932,PwC,Manager - Forensic Services (Data Analytics) - Consulting - Hong Kong,Data Scientist,Hong Kong,3.9,10000+ Employees,1998,Company - Private,Accounting,Accounting & Legal,,,
933,PwC,Associate / Senior Associate - Data Analyst / Engineer - Actuarial - Hong Kong,Data Scientist,Hong Kong,3.9,10000+ Employees,1998,Company - Private,Accounting,Accounting & Legal,,,
934,Argyll Scott,Data Engineer - Tech firm & Media,Data Scientist,Remote,3.7,51 to 200 Employees,2010,Company - Private,Staffing & Outsourcing,Business Services,,,
935,Hays,Senior Data Analyst (Insurance),Data Scientist,Hong Kong,3.7,5001 to 10000 Employees,1968,Company - Private,Staffing & Outsourcing,Business Services,,,
936,Seamatch Asia,Senior Data Analysts / Data Analysts / Trainee Analysts,Data Scientist,Hong Kong,2.8,1 to 50 Employees,,Company - Private,Staffing & Outsourcing,Business Services,,,
937,Seamatch Asia,Data Analysts / Senior Data Analysts / Trainee Analysts,Data Scientist,Hong Kong,2.8,1 to 50 Employees,,Company - Private,Staffing & Outsourcing,Business Services,,,
938,Hays,Big Data Modelling Manager,Data Scientist,Hong Kong,3.7,5001 to 10000 Employees,1968,Company - Private,Staffing & Outsourcing,Business Services,,,
939,A.S. Watson Retail (HK) Limited,Senior Business Intelligence Analyst - Regional Role,Data Scientist,Hong Kong,3.4,10000+ Employees,1841,Company - Private,Drug & Health Stores,Retail,,,
940,Morgan Stanley,"Data Engineer, Associate",Data Scientist,Hong Kong,4.0,10000+ Employees,1935,Company - Public,Investment Banking & Asset Management,Finance,,,
941,Hong Kong University,Computational Biologist (at the rank of Technical Manager / Senior Technical Officer) (several posts),Data Scientist,Pok Fu Lam,4.0,10000+ Employees,1911,College / University,Colleges & Universities,Education,HK$806K - HK$888K,806.0,888.0
942,Seamatch Asia,Project Manager/ System Analyst / Data Engineer /Project Trainee,Data Scientist,Hong Kong,2.8,1 to 50 Employees,,Company - Private,Staffing & Outsourcing,Business Services,HK$240K - HK$603K,240.0,603.0
943,Robert Walters,Data Analyst - SAS & Python,Data Scientist,Hong Kong,4.0,1001 to 5000 Employees,1985,Company - Public,Staffing & Outsourcing,Business Services,,,
944,KOS International Limited,Senior Data Engineer/Analytic - Finance/Leasing (~45K),Data Scientist,Hong Kong,4.0,1 to 50 Employees,,Company - Private,,,,,
945,Walters People,"Data Analyst, global company",Data Scientist,Hong Kong,3.9,201 to 500 Employees,2004,Private Practice / Firm,Staffing & Outsourcing,Business Services,,,
946,Seamatch Asia,Project Manager /System Analyst /Business Analyst /Data Analyst /Programmer / Trainee,Data Scientist,Hong Kong,2.8,1 to 50 Employees,,Company - Private,Staffing & Outsourcing,Business Services,HK$184K - HK$396K,184.0,396.0
947,Moody's Corporation,Financial Data Analyst- Corporate Finance Group,Data Scientist,Hong Kong,3.8,10000+ Employees,1900,Company - Public,Financial Analytics & Research,Finance,,,
948,Swire Properties,Customer Data Analyst (2-year contract),Data Scientist,Taikoo Shing,3.7,1001 to 5000 Employees,1972,Company - Private,,,,,
949,Infotech Services,Data Analysts,Data Scientist,Tseung Kwan O,5.0,501 to 1000 Employees,,Company - Private,,,,,
950,HSBC,Assistant Business Planning and Analytics Manager - Hang Seng Bank (HK),Data Scientist,Kowloon Bay,3.7,10000+ Employees,1865,Company - Public,Banks & Credit Unions,Finance,HK$164K - HK$528K,164.0,528.0
951,Sun Hung Kai Properties,Data Analyst / Assistant Data Analyst - SQL / Database,Data Scientist,Hong Kong,3.7,10000+ Employees,1972,Company - Public,Real Estate,Real Estate,HK$273K,273.0,273.0
952,Phase Scientific International Ltd.,Senior Research Associate / Scientist I,Data Scientist,Kwun Tong,3.9,,,,,,,,
953,Hays,Planning and Analytics Manager | MNC | New headcount,Data Scientist,Hong Kong,3.7,5001 to 10000 Employees,1968,Company - Private,Staffing & Outsourcing,Business Services,,,
954,Randstad,Data Analyst | MNC | FMCG,Data Scientist,Hong Kong,3.9,10000+ Employees,1960,Company - Public,Staffing & Outsourcing,Business Services,,,
955,"The Bank of East Asia, Limited",Banking Talent Programme - Data Engineer,Data Scientist,Hong Kong,3.1,5001 to 10000 Employees,,Company - Public,Banks & Credit Unions,Finance,HK$520K - HK$700K,520.0,700.0
956,Société Générale,TRAINEE: HR Data Analyst,Data Scientist,Hong Kong,3.7,10000+ Employees,1864,Company - Public,Investment Banking & Asset Management,Finance,,,
957,Hays,"Data Engineer (Assistant Manager grade , Pharma)",Data Scientist,Hong Kong,3.7,5001 to 10000 Employees,1968,Company - Private,Staffing & Outsourcing,Business Services,,,
958,Velocity Business Solutions,Senior Data Analytics Consultant / Data Analytics Consultant,Data Scientist,Kwun Tong,,1 to 50 Employees,,Company - Private,,,HK$317K - HK$547K,317.0,547.0
959,lalamove,Data Engineer (Business Intelligence),Data Scientist,Hong Kong,3.6,501 to 1000 Employees,2013,Company - Private,Logistics & Supply Chain,Transportation & Logistics,,,
960,Michael Page HK,Data Engineer/ Architect (ETL/ Cloud),Data Scientist,Hong Kong,3.6,201 to 500 Employees,,Company - Private,Security Services,Business Services,,,
961,Hays,Credit Risk Analytics Manager - Corporate Bank,Data Scientist,Hong Kong,3.7,5001 to 10000 Employees,1968,Company - Private,Staffing & Outsourcing,Business Services,,,
962,Michael Page HK,"Data Analyst, Commercial Banking, Top Tier",Data Scientist,Hong Kong,3.6,201 to 500 Employees,,Company - Private,Security Services,Business Services,,,
963,SUPER Corporate Consultancy Group,DATA ANALYST (BANK PROJECTS),Data Scientist,Hong Kong,,1 to 50 Employees,,Company - Private,,,HK$204K - HK$423K,204.0,423.0
964,ITCS Group,Data Engineer Lead,Data Scientist,Hong Kong,2.7,201 to 500 Employees,2007,Company - Private,IT Services,Information Technology,,,
965,Vyond,"Director, Data",Data Scientist,Hong Kong,4.0,51 to 200 Employees,2007,Company - Private,Advertising & Marketing,Business Services,,,
966,Lululemon,,Data Scientist,Hong Kong,4.4,10000+ Employees,1998,Company - Public,"Department, Clothing, & Shoe Stores",Retail,,,
967,Visa,Data Scientist,Data Scientist,Hong Kong,3.9,10000+ Employees,1958,Company - Public,IT Services,Information Technology,,,
968,Velocity Business Solutions,Customer Facing Data Scientist,Data Scientist,Kwun Tong,,1 to 50 Employees,,Company - Private,,,,,
969,Hong Kong Broadband Network,Senior Data Engineer / Data Engineer,Data Scientist,Hong Kong,3.5,1001 to 5000 Employees,1999,Company - Public,Internet,Information Technology,,,
970,Match Talent,Data Engineer / Analyst,Data Scientist,Hong Kong,5.0,Unknown,,Company - Private,,,,,
971,Taron Solutions,Senior Research Scientist /Research Scientist,Data Scientist,Hong Kong,,Unknown,,Company - Private,,,HK$216K - HK$401K,216.0,401.0
972,Adecco Hong Kong,Data Analyst - Wealth & Personal Banking,Data Scientist,Hong Kong,3.6,10000+ Employees,1996,Company - Public,Staffing & Outsourcing,Business Services,,,
973,Global Executive Consultants,Data Analyst / BI Specialist (HKD $45 - 55K),Data Scientist,Hong Kong,4.4,1 to 50 Employees,,Contract,,,HK$185K - HK$420K,185.0,420.0
974,Arion House,"Anti-Financial Crime - Group Strategic Analytics - AFC Modelling Analytics Manager, APAC",Data Scientist,Hong Kong,,Unknown,,Company - Public,,,,,
975,IT-RecruitHK,Data Analyst/Programmer/Analyst Programmer-Wan Chai,Data Scientist,Hong Kong,,1 to 50 Employees,,Company - Private,,,,,
976,Mega Jobs,"Data Analyst, Core Banking Project",Data Scientist,Tsim Sha Tsui,,Unknown,,Company - Private,,,HK$190K - HK$396K,190.0,396.0
977,Walters People,Data Analyst - SAS & Python,Data Scientist,Hong Kong,3.9,201 to 500 Employees,2004,Private Practice / Firm,Staffing & Outsourcing,Business Services,,,
978,Integrated Management Systems,Senior/ Data Engineer,Data Scientist,Hong Kong,3.9,51 to 200 Employees,1989,Company - Private,Computer Hardware & Software,Information Technology,,,
979,IT-RecruitHK,Data Analyst-Wanchai ( 14k-20K /5-day work ),Data Scientist,Hong Kong,,1 to 50 Employees,,Company - Private,,,,,
